year,iso3c,smod,pop_WPP2022,country
2000,KWT,Urban cluster,0.1965231525278291,Kuwait
2005,KWT,Urban centre,1.8534804517122154,Kuwait
2005,KWT,Rural grid cells,0.10584286555717157,Kuwait
2005,KWT,Urban cluster,0.21951168273061322,Kuwait
2010,KWT,Urban centre,2.518598973253822,Kuwait
2010,KWT,Rural grid cells,0.11979711336461318,Kuwait
2010,KWT,Urban cluster,0.2295329133815653,Kuwait
2015,KWT,Urban centre,3.2591657286386617,Kuwait
2015,KWT,Rural grid cells,0.1448292464139114,Kuwait
2015,KWT,Urban cluster,0.3465970249474272,Kuwait
2020,KWT,Urban centre,3.9303810174385245,Kuwait
2020,KWT,Rural grid cells,0.17069454285466362,Kuwait
2020,KWT,Urban cluster,0.3672854397068122,Kuwait
1950,LAO,Rural grid cells,1.4720727390838715,Laos
1950,LAO,Urban cluster,0.19210026091612847,Laos
1955,LAO,Urban centre,0.05941462954913417,Laos
1955,LAO,Rural grid cells,1.637188294725265,Laos
1955,LAO,Urban cluster,0.17498607572560113,Laos
1960,LAO,Urban centre,0.07179224121373301,Laos
1960,LAO,Rural grid cells,1.814455555841666,Laos
1960,LAO,Urban cluster,0.21233220294460128,Laos
1965,LAO,Urban centre,0.08657593246927692,Laos
1965,LAO,Rural grid cells,2.0082033475179863,Laos
1965,LAO,Urban cluster,0.25724072001273657,Laos
1970,LAO,Urban centre,0.10479622281880223,Laos
1970,LAO,Rural grid cells,2.2252463879478346,Laos
1970,LAO,Urban cluster,0.31306338923336335,Laos
1975,LAO,Urban centre,0.12749616478699055,Laos
1975,LAO,Rural grid cells,2.4700904353856488,Laos
1975,LAO,Urban cluster,0.3836303998273605,Laos
1980,LAO,Urban centre,0.13122870489374666,Laos
1980,LAO,Rural grid cells,2.6712549684786464,Laos
1980,LAO,Urban cluster,0.46070032662760657,Laos
1985,LAO,Urban centre,0.1371862694168503,Laos
1985,LAO,Rural grid cells,2.964327502370051,Laos
1985,LAO,Urban cluster,0.5879292282130993,Laos
1990,LAO,Urban centre,0.21102462886756745,Laos
1990,LAO,Rural grid cells,3.3838694013440067,Laos
1990,LAO,Urban cluster,0.6586249697884254,Laos
1995,LAO,Urban centre,0.2735411489201336,Laos
1995,LAO,Rural grid cells,3.7908385414554853,Laos
1995,LAO,Urban cluster,0.8040583096243817,Laos
2000,LAO,Urban centre,0.3185937704734303,Laos
2000,LAO,Rural grid cells,4.102557832924149,Laos
2000,LAO,Urban cluster,0.9647893966024206,Laos
2005,LAO,Urban centre,0.42628752372837136,Laos
2005,LAO,Rural grid cells,4.3416308739726075,Laos
2005,LAO,Urban cluster,1.0388406022990218,Laos
2010,LAO,Urban centre,0.4604292793750334,Laos
2010,LAO,Rural grid cells,4.606372683839441,Laos
2010,LAO,Urban cluster,1.2100250367855245,Laos
2015,LAO,Urban centre,0.45358251888035633,Laos
2015,LAO,Rural grid cells,4.8889220165467675,Laos
2015,LAO,Urban cluster,1.393884464572876,Laos
2020,LAO,Urban centre,0.417187549560009,Laos
2020,LAO,Rural grid cells,5.139884427944308,Laos
2020,LAO,Urban cluster,1.7085810224956826,Laos
1950,LBN,Urban centre,0.9357499538440399,Lebanon
1950,LBN,Rural grid cells,0.22855516625328656,Lebanon
1950,LBN,Urban cluster,0.16624687990267342,Lebanon
1955,LBN,Urban centre,1.0841778387219796,Lebanon
1955,LBN,Rural grid cells,0.2460925531251379,Lebanon
1955,LBN,Urban cluster,0.2037786081528823,Lebanon
1960,LBN,Urban centre,1.25582052897683,Lebanon
1960,LBN,Rural grid cells,0.2649617037698133,Lebanon
1960,LBN,Urban cluster,0.2512267672533565,Lebanon
1965,LBN,Urban centre,1.4601258450989474,Lebanon
1965,LBN,Rural grid cells,0.2855248144010813,Lebanon
1965,LBN,Urban cluster,0.31371234049997115,Lebanon
1970,LBN,Urban centre,1.6586946846452217,Lebanon
1970,LBN,Rural grid cells,0.3073247159533532,Lebanon
1970,LBN,Urban cluster,0.38768259940142474,Lebanon
1975,LBN,Urban centre,1.8553392134760989,Lebanon
1975,LBN,Rural grid cells,0.33074194106433535,Lebanon
1975,LBN,Urban cluster,0.4775348454595657,Lebanon
1980,LBN,Urban centre,1.984931047651677,Lebanon
1980,LBN,Rural grid cells,0.4069550532005644,Lebanon
1980,LBN,Urban cluster,0.5395818991477582,Lebanon
1985,LBN,Urban centre,1.937052213951678,Lebanon
1985,LBN,Rural grid cells,0.554240904783714,Lebanon
1985,LBN,Urban cluster,0.703598881264608,Lebanon
1990,LBN,Urban centre,1.7236981451721156,Lebanon
1990,LBN,Rural grid cells,0.666600288209405,Lebanon
1990,LBN,Urban cluster,1.1707385666184795,Lebanon
1995,LBN,Urban centre,1.8227166425403527,Lebanon
1995,LBN,Rural grid cells,0.6734862437573548,Lebanon
1995,LBN,Urban cluster,1.4261991137022927,Lebanon
2000,LBN,Urban centre,2.0348002263748826,Lebanon
2000,LBN,Rural grid cells,0.6601939404618015,Lebanon
2000,LBN,Urban cluster,1.5909698331633157,Lebanon
2005,LBN,Urban centre,2.293582670671361,Lebanon
2005,LBN,Rural grid cells,0.649967575106191,Lebanon
2005,LBN,Urban cluster,1.6666817542224481,Lebanon
2010,LBN,Urban centre,2.5325446954379895,Lebanon
2010,LBN,Rural grid cells,0.6643927132496609,Lebanon
2010,LBN,Urban cluster,1.7854495913123496,Lebanon
2015,LBN,Urban centre,3.202279711670155,Lebanon
2015,LBN,Rural grid cells,0.5674310567395601,Lebanon
2015,LBN,Urban cluster,2.697045231590284,Lebanon
2020,LBN,Urban centre,2.8827878421164113,Lebanon
2020,LBN,Rural grid cells,0.6036643867018641,Lebanon
2020,LBN,Urban cluster,2.2080697711817248,Lebanon
1950,LBR,Rural grid cells,0.5272777134454979,Liberia
1950,LBR,Urban cluster,0.380180286554502,Liberia
1955,LBR,Urban centre,0.05750652883107845,Liberia
1955,LBR,Rural grid cells,0.5936550699782736,Liberia
1955,LBR,Urban cluster,0.3514424011906478,Liberia
1960,LBR,Urban centre,0.07979235799609338,Liberia
1960,LBR,Rural grid cells,0.6701073480208389,Liberia
1960,LBR,Urban cluster,0.3734212939830678,Liberia
1965,LBR,Urban centre,0.11159958955540371,Liberia
1965,LBR,Rural grid cells,0.7565439343110785,Liberia
1965,LBR,Urban cluster,0.40280447613351783,Liberia
1970,LBR,Urban centre,0.15658006660302828,Liberia
1970,LBR,Rural grid cells,0.8513312450379744,Liberia
1970,LBR,Urban cluster,0.4365696883589973,Liberia
1975,LBR,Urban centre,0.22008915367717247,Liberia
1975,LBR,Rural grid cells,0.9537743605808907,Liberia
1975,LBR,Urban cluster,0.4746284857419367,Liberia
1980,LBR,Urban centre,0.3108566710886383,Liberia
1980,LBR,Rural grid cells,1.0802829980439534,Liberia
1980,LBR,Urban cluster,0.5122643308674081,Liberia
1985,LBR,Urban centre,0.49364999763654643,Liberia
1985,LBR,Rural grid cells,1.1729040074250567,Liberia
1985,LBR,Urban cluster,0.540291994938397,Liberia
1990,LBR,Urban centre,1.2149445886166057,Liberia
1990,LBR,Rural grid cells,0.9752869434260242,Liberia
1990,LBR,Urban cluster,0.3514694679573702,Liberia
1995,LBR,Urban centre,0.47072528751796633,Liberia
1995,LBR,Rural grid cells,1.1300299751720282,Liberia
1995,LBR,Urban cluster,0.48863873731000534,Liberia
2000,LBR,Urban centre,0.9516923282035419,Liberia
2000,LBR,Rural grid cells,1.3662823145954544,Liberia
2000,LBR,Urban cluster,0.5371793572010036,Liberia
2005,LBR,Urban centre,1.2897642330851895,Liberia
2005,LBR,Rural grid cells,1.3125058079482688,Liberia
2005,LBR,Urban cluster,0.5654739589665416,Liberia
2010,LBR,Urban centre,1.4653776153140343,Liberia
2010,LBR,Rural grid cells,1.8084504952278198,Liberia
2010,LBR,Urban cluster,0.6881068894581465,Liberia
2015,LBR,Urban centre,1.8936518594545693,Liberia
2015,LBR,Rural grid cells,1.985027828161729,Liberia
2015,LBR,Urban cluster,0.6846503123837021,Liberia
2020,LBR,Urban centre,2.24261167496009,Liberia
2020,LBR,Rural grid cells,2.0799260793015097,Liberia
2020,LBR,Urban cluster,0.7116532457384007,Liberia
1950,LBY,Urban centre,0.19490403216902563,Libya
1950,LBY,Rural grid cells,0.4429505948373465,Libya
1950,LBY,Urban cluster,0.4873773729936278,Libya
1955,LBY,Urban centre,0.2294710690031317,Libya
1955,LBY,Rural grid cells,0.4883044054888705,Libya
1955,LBY,Urban cluster,0.49201652550799774,Libya
1960,LBY,Urban centre,0.29749134546938466,Libya
1960,LBY,Rural grid cells,0.5504548958493288,Libya
1960,LBY,Urban cluster,0.5542677586812866,Libya
1965,LBY,Urban centre,0.4002888259737305,Libya
1965,LBY,Rural grid cells,0.6252959986138962,Libya
1965,LBY,Urban cluster,0.6536551754123732,Libya
1970,LBY,Urban centre,0.49070882168914665,Libya
1970,LBY,Rural grid cells,0.6912840211435305,Libya
1970,LBY,Urban cluster,0.703262157167323,Libya
1975,LBY,Urban centre,0.6378719456221023,Libya
1975,LBY,Rural grid cells,0.7727589855477159,Libya
1975,LBY,Urban cluster,0.8218000688301821,Libya
1980,LBY,Urban centre,0.8548770494693823,Libya
1980,LBY,Rural grid cells,0.9766601608229261,Libya
1980,LBY,Urban cluster,1.057406789707692,Libya
1985,LBY,Urban centre,1.1560951891986602,Libya
1985,LBY,Rural grid cells,1.1624206248414155,Libya
1985,LBY,Urban cluster,1.3067731859599243,Libya
1990,LBY,Urban centre,1.4974379806620715,Libya
1990,LBY,Rural grid cells,1.266353898650172,Libya
1990,LBY,Urban cluster,1.4201591206877568,Libya
1995,LBY,Urban centre,1.768644247059316,Libya
1995,LBY,Rural grid cells,1.3090555004835147,Libya
1995,LBY,Urban cluster,1.6106672524571701,Libya
2000,LBY,Urban centre,2.024254988339876,Libya
2000,LBY,Rural grid cells,1.3543284817070624,Libya
2000,LBY,Urban cluster,1.7178065299530618,Libya
2005,LBY,Urban centre,2.4337743803658767,Libya
2005,LBY,Rural grid cells,1.4585557267497533,Libya
2005,LBY,Urban cluster,1.8695238928843696,Libya
2010,LBY,Urban centre,2.8943910879467674,Libya
2010,LBY,Rural grid cells,1.5892794412304927,Libya
2010,LBY,Urban cluster,1.9417044708227396,Libya
2015,LBY,Urban centre,2.749463414860857,Libya
2015,LBY,Rural grid cells,1.555046887136695,Libya
2015,LBY,Urban cluster,1.8426526980024471,Libya
2020,LBY,Urban centre,3.108950037860676,Libya
2020,LBY,Rural grid cells,1.6718715304333114,Libya
2020,LBY,Urban cluster,1.831206431706013,Libya
1950,LCA,Rural grid cells,0.03274614916861693,St. Lucia
1950,LCA,Urban cluster,0.053441850831383066,St. Lucia
1955,LCA,Rural grid cells,0.033630688930051646,St. Lucia
1955,LCA,Urban cluster,0.05462231106994835,St. Lucia
1960,LCA,Rural grid cells,0.034571189302077976,St. Lucia
1960,LCA,Urban cluster,0.05642281069792202,St. Lucia
1965,LCA,Rural grid cells,0.03574933360578085,St. Lucia
1965,LCA,Urban cluster,0.06073066639421915,St. Lucia
1970,LCA,Rural grid cells,0.03692365053082621,St. Lucia
1970,LCA,Urban cluster,0.06531434946917379,St. Lucia
1975,LCA,Rural grid cells,0.03827052601406939,St. Lucia
1975,LCA,Urban cluster,0.0722764739859306,St. Lucia
1980,LCA,Rural grid cells,0.044149838468963316,St. Lucia
1980,LCA,Urban cluster,0.07635516153103668,St. Lucia
1985,LCA,Rural grid cells,0.049971561026674036,St. Lucia
1985,LCA,Urban cluster,0.08172743897332596,St. Lucia
1990,LCA,Rural grid cells,0.05274659000641521,St. Lucia
1990,LCA,Urban cluster,0.0885914099935848,St. Lucia
1995,LCA,Rural grid cells,0.05128573567177663,St. Lucia
1995,LCA,Urban cluster,0.10021326432822338,St. Lucia
2000,LCA,Rural grid cells,0.05251856040927103,St. Lucia
2000,LCA,Urban cluster,0.10644943959072899,St. Lucia
2005,LCA,Rural grid cells,0.049343240029057656,St. Lucia
2005,LCA,Urban cluster,0.11548575997094235,St. Lucia
2010,LCA,Rural grid cells,0.050187104006410944,St. Lucia
2010,LCA,Urban cluster,0.12007489599358905,St. Lucia
2015,LCA,Rural grid cells,0.04645684250196732,St. Lucia
2015,LCA,Urban cluster,0.12875815749803265,St. Lucia
2020,LCA,Rural grid cells,0.04875969427222877,St. Lucia
2020,LCA,Urban cluster,0.13016230572777124,St. Lucia
1950,LIE,Rural grid cells,0.005565878917502447,Liechtenstein
1950,LIE,Urban cluster,0.008075121082497555,Liechtenstein
1955,LIE,Rural grid cells,0.005636058767818247,Liechtenstein
1955,LIE,Urban cluster,0.009189941232181755,Liechtenstein
1960,LIE,Rural grid cells,0.005704372321899074,Liechtenstein
1960,LIE,Urban cluster,0.010600627678100927,Liechtenstein
1965,LIE,Rural grid cells,0.005777406812949621,Liechtenstein
1965,LIE,Urban cluster,0.012502593187050378,Liechtenstein
1970,LIE,Rural grid cells,0.0058461711749321025,Liechtenstein
1970,LIE,Urban cluster,0.014985828825067897,Liechtenstein
1975,LIE,Rural grid cells,0.0058478837925522355,Liechtenstein
1975,LIE,Urban cluster,0.016985116207447765,Liechtenstein
1980,LIE,Rural grid cells,0.006079976132516617,Liechtenstein
1980,LIE,Urban cluster,0.01874302386748338,Liechtenstein
1985,LIE,Rural grid cells,0.0059004478951317964,Liechtenstein
1985,LIE,Urban cluster,0.0206995521048682,Liechtenstein
1990,LIE,Rural grid cells,0.005499753113108246,Liechtenstein
1990,LIE,Urban cluster,0.023063246886891754,Liechtenstein
1995,LIE,Rural grid cells,0.005826366549111903,Liechtenstein
1995,LIE,Urban cluster,0.024834633450888093,Liechtenstein
2000,LIE,Rural grid cells,0.005255238984496273,Liechtenstein
2000,LIE,Urban cluster,0.027581761015503723,Liechtenstein
2005,LIE,Rural grid cells,0.005307892263230989,Liechtenstein
2005,LIE,Urban cluster,0.02914310773676901,Liechtenstein
2010,LIE,Rural grid cells,0.005610816377189846,Liechtenstein
2010,LIE,Urban cluster,0.03021318362281016,Liechtenstein
2015,LIE,Rural grid cells,0.005561127580258001,Liechtenstein
2015,LIE,Urban cluster,0.031679872419741996,Liechtenstein
2020,LIE,Rural grid cells,0.00533890119471876,Liechtenstein
2020,LIE,Urban cluster,0.03329009880528124,Liechtenstein
1950,LKA,Urban centre,1.2551828980702837,Sri Lanka
1950,LKA,Rural grid cells,3.5681509680166985,Sri Lanka
1950,LKA,Urban cluster,3.052197133913019,Sri Lanka
1955,LKA,Urban centre,1.498592516805368,Sri Lanka
1955,LKA,Rural grid cells,3.649978771031437,Sri Lanka
1955,LKA,Urban cluster,3.5122087121631957,Sri Lanka
1960,LKA,Urban centre,1.8186575248660926,Sri Lanka
1960,LKA,Rural grid cells,3.7343407424440582,Sri Lanka
1960,LKA,Urban cluster,4.1124957326898475,Sri Lanka
1965,LKA,Urban centre,2.227258277150578,Sri Lanka
1965,LKA,Rural grid cells,3.8112326286639826,Sri Lanka
1965,LKA,Urban cluster,4.86523009418544,Sri Lanka
1970,LKA,Urban centre,2.6968637288619783,Sri Lanka
1970,LKA,Rural grid cells,3.862441620565182,Sri Lanka
1970,LKA,Urban cluster,5.694778650572839,Sri Lanka
1975,LKA,Urban centre,3.175762804837795,Sri Lanka
1975,LKA,Rural grid cells,3.8796107742857253,Sri Lanka
1975,LKA,Urban cluster,6.48476942087648,Sri Lanka
1980,LKA,Urban centre,3.5100519325985142,Sri Lanka
1980,LKA,Rural grid cells,3.8086735851372744,Sri Lanka
1980,LKA,Urban cluster,7.495786482264213,Sri Lanka
1985,LKA,Urban centre,3.7175434379597454,Sri Lanka
1985,LKA,Rural grid cells,3.8006061582409205,Sri Lanka
1985,LKA,Urban cluster,8.462567403799335,Sri Lanka
1990,LKA,Urban centre,4.2933733868530615,Sri Lanka
1990,LKA,Rural grid cells,3.7228242412705312,Sri Lanka
1990,LKA,Urban cluster,9.079727371876407,Sri Lanka
1995,LKA,Urban centre,4.9756598958462925,Sri Lanka
1995,LKA,Rural grid cells,3.7591287744389166,Sri Lanka
1995,LKA,Urban cluster,9.36546032971479,Sri Lanka
2000,LKA,Urban centre,5.268281266688036,Sri Lanka
2000,LKA,Rural grid cells,3.7435652637533967,Sri Lanka
2000,LKA,Urban cluster,9.715510469558568,Sri Lanka
2005,LKA,Urban centre,5.881569788048868,Sri Lanka
2005,LKA,Rural grid cells,3.742309692159459,Sri Lanka
2005,LKA,Urban cluster,9.956870519791671,Sri Lanka
2010,LKA,Urban centre,6.35408342789408,Sri Lanka
2010,LKA,Rural grid cells,3.6744021896624104,Sri Lanka
2010,LKA,Urban cluster,10.548061382443509,Sri Lanka
2015,LKA,Urban centre,6.910290837666966,Sri Lanka
2015,LKA,Rural grid cells,3.618879252301554,Sri Lanka
2015,LKA,Urban cluster,10.76160791003148,Sri Lanka
2020,LKA,Urban centre,7.26608694645266,Sri Lanka
2020,LKA,Rural grid cells,3.5024331794315504,Sri Lanka
2020,LKA,Urban cluster,10.91464187411579,Sri Lanka
1950,LSO,Rural grid cells,0.500938143250322,Lesotho
1950,LSO,Urban cluster,0.073516856749678,Lesotho
1955,LSO,Rural grid cells,0.5480229249419699,Lesotho
1955,LSO,Urban cluster,0.08602107505803001,Lesotho
1960,LSO,Rural grid cells,0.6182880877768858,Lesotho
1960,LSO,Urban cluster,0.1082109122231141,Lesotho
1965,LSO,Rural grid cells,0.7062507879655753,Lesotho
1965,LSO,Urban cluster,0.14065221203442482,Lesotho
1970,LSO,Rural grid cells,0.8165357692597677,Lesotho
1970,LSO,Urban cluster,0.18899723074023225,Lesotho
1975,LSO,Rural grid cells,0.9415036924082018,Lesotho
1975,LSO,Urban cluster,0.2541273075917983,Lesotho
1980,LSO,Urban centre,0.07894971685162383,Lesotho
1980,LSO,Rural grid cells,1.0105855401148103,Lesotho
1980,LSO,Urban cluster,0.298514743033566,Lesotho
1985,LSO,Urban centre,0.14136613738734632,Lesotho
1985,LSO,Rural grid cells,1.1143666924881823,Lesotho
1985,LSO,Urban cluster,0.3392311701244713,Lesotho
1990,LSO,Urban centre,0.19998302580384458,Lesotho
1990,LSO,Rural grid cells,1.1778211582052527,Lesotho
1990,LSO,Urban cluster,0.40563481599090284,Lesotho
1995,LSO,Urban centre,0.2346331514076839,Lesotho
1995,LSO,Rural grid cells,1.2402561856187106,Lesotho
1995,LSO,Urban cluster,0.44798866297360557,Lesotho
2000,LSO,Urban centre,0.21214449239929303,Lesotho
2000,LSO,Rural grid cells,1.2493607437715444,Lesotho
2000,LSO,Urban cluster,0.5359437638291625,Lesotho
2005,LSO,Urban centre,0.21676832057811746,Lesotho
2005,LSO,Rural grid cells,1.2549900780875096,Lesotho
2005,LSO,Urban cluster,0.5088816013343729,Lesotho
2010,LSO,Urban centre,0.22454499853372184,Lesotho
2010,LSO,Rural grid cells,1.2704099960832047,Lesotho
2010,LSO,Urban cluster,0.5209340053830737,Lesotho
2015,LSO,Urban centre,0.23517481967386925,Lesotho
2015,LSO,Rural grid cells,1.3183680605503323,Lesotho
2015,LSO,Urban cluster,0.5527531197757986,Lesotho
2020,LSO,Urban centre,0.28555390258539637,Lesotho
2020,LSO,Rural grid cells,1.3886823382522826,Lesotho
2020,LSO,Urban cluster,0.5653677591623207,Lesotho
1950,LTU,Urban centre,0.5570141686538289,Lithuania
1950,LTU,Rural grid cells,1.451208834919493,Lithuania
1950,LTU,Urban cluster,0.5448179964266783,Lithuania
1955,LTU,Urban centre,0.6303625232756699,Lithuania
1955,LTU,Rural grid cells,1.464644000446464,Lithuania
1955,LTU,Urban cluster,0.5891114762778661,Lithuania
1960,LTU,Urban centre,0.722996350444075,Lithuania
1960,LTU,Rural grid cells,1.4820442703464038,Lithuania
1960,LTU,Urban cluster,0.6504293792095207,Lithuania
1965,LTU,Urban centre,0.8243689194279645,Lithuania
1965,LTU,Rural grid cells,1.4942746714663206,Lithuania
1965,LTU,Urban cluster,0.7187794091057149,Lithuania
1970,LTU,Urban centre,0.9181124295806978,Lithuania
1970,LTU,Rural grid cells,1.494541195212181,Lithuania
1970,LTU,Urban cluster,0.780956375207121,Lithuania
1975,LTU,Urban centre,1.0149189458122232,Lithuania
1975,LTU,Rural grid cells,1.4898462605726648,Lithuania
1975,LTU,Urban cluster,0.8484007936151124,Lithuania
1980,LTU,Urban centre,1.1483382617884947,Lithuania
1980,LTU,Rural grid cells,1.483956411503229,Lithuania
1980,LTU,Urban cluster,0.874464326708276,Lithuania
1985,LTU,Urban centre,1.2460626795810041,Lithuania
1985,LTU,Rural grid cells,1.512517280225845,Lithuania
1985,LTU,Urban cluster,0.9000370401931509,Lithuania
1990,LTU,Urban centre,1.3204030445479746,Lithuania
1990,LTU,Rural grid cells,1.54761821129128,Lithuania
1990,LTU,Urban cluster,0.9126987441607455,Lithuania
1995,LTU,Urban centre,1.2623167891803486,Lithuania
1995,LTU,Rural grid cells,1.5407551301199092,Lithuania
1995,LTU,Urban cluster,0.9563920806997426,Lithuania
2000,LTU,Urban centre,1.2287507679665235,Lithuania
2000,LTU,Rural grid cells,1.4427082747433484,Lithuania
2000,LTU,Urban cluster,0.9462259572901285,Lithuania
2005,LTU,Urban centre,1.1229619422737034,Lithuania
2005,LTU,Rural grid cells,1.3876244213876145,Lithuania
2005,LTU,Urban cluster,0.8881476363386818,Lithuania
2010,LTU,Urban centre,1.0215597709106043,Lithuania
2010,LTU,Rural grid cells,1.3130590300893035,Lithuania
2010,LTU,Urban cluster,0.8248881990000917,Lithuania
2015,LTU,Urban centre,0.9070467467329499,Lithuania
2015,LTU,Rural grid cells,1.2470632762336828,Lithuania
2015,LTU,Urban cluster,0.8249829770333674,Lithuania
2020,LTU,Urban centre,0.8696208278029032,Lithuania
2020,LTU,Rural grid cells,1.1907923373577813,Lithuania
2020,LTU,Urban cluster,0.7754868348393149,Lithuania
1950,LUX,Urban centre,0.051757011304583364,Luxembourg
1950,LUX,Rural grid cells,0.12387558755465236,Luxembourg
1950,LUX,Urban cluster,0.12016040114076428,Luxembourg
1955,LUX,Urban centre,0.05464112372121646,Luxembourg
1955,LUX,Rural grid cells,0.1273023615649922,Luxembourg
1955,LUX,Urban cluster,0.12261151471379139,Luxembourg
1960,LUX,Urban centre,0.057595200578215544,Luxembourg
1960,LUX,Rural grid cells,0.1307639792943506,Luxembourg
1960,LUX,Urban cluster,0.12512182012743386,Luxembourg
1965,LUX,Urban centre,0.0621528173336596,Luxembourg
1965,LUX,Rural grid cells,0.13491212180709286,Luxembourg
1965,LUX,Urban cluster,0.13103506085924757,Luxembourg
1970,LUX,Urban centre,0.06559801753031304,Luxembourg
1970,LUX,Rural grid cells,0.13856436282984866,Luxembourg
1970,LUX,Urban cluster,0.13464861963983826,Luxembourg
1975,LUX,Urban centre,0.06985018997405402,Luxembourg
1975,LUX,Rural grid cells,0.1425194977623019,Luxembourg
1975,LUX,Urban cluster,0.14012331226364405,Luxembourg
1980,LUX,Urban centre,0.07261484400846478,Luxembourg
1980,LUX,Rural grid cells,0.14504832514031113,Luxembourg
1980,LUX,Urban cluster,0.1456578308512241,Luxembourg
1985,LUX,Urban centre,0.07146169496102163,Luxembourg
1985,LUX,Rural grid cells,0.14527391895685013,Luxembourg
1985,LUX,Urban cluster,0.14919738608212824,Luxembourg
1990,LUX,Urban centre,0.06980505928553501,Luxembourg
1990,LUX,Rural grid cells,0.1523276020499709,Luxembourg
1990,LUX,Urban cluster,0.1566133386644941,Luxembourg
1995,LUX,Urban centre,0.07068016857868849,Luxembourg
1995,LUX,Rural grid cells,0.15825729015786213,Luxembourg
1995,LUX,Urban cluster,0.1757765412634494,Luxembourg
2000,LUX,Urban centre,0.0744811720234168,Luxembourg
2000,LUX,Rural grid cells,0.16538111413069737,Luxembourg
2000,LUX,Urban cluster,0.19266471384588588,Luxembourg
2005,LUX,Urban centre,0.07533159885507207,Luxembourg
2005,LUX,Rural grid cells,0.17068590794245478,Luxembourg
2005,LUX,Urban cluster,0.21491149320247324,Luxembourg
2010,LUX,Urban centre,0.10745932926639867,Luxembourg
2010,LUX,Rural grid cells,0.16972413695790486,Luxembourg
2010,LUX,Urban cluster,0.22500153377569646,Luxembourg
2015,LUX,Urban centre,0.12429190115505492,Luxembourg
2015,LUX,Rural grid cells,0.18945753885298092,Luxembourg
2015,LUX,Urban cluster,0.24896955999196424,Luxembourg
2020,LUX,Urban centre,0.14881273193677907,Luxembourg
2020,LUX,Rural grid cells,0.18976853465529767,Luxembourg
2020,LUX,Urban cluster,0.2874977334079233,Luxembourg
1950,LVA,Urban centre,0.5297762290076119,Latvia
1950,LVA,Rural grid cells,1.0067702156589924,Latvia
1950,LVA,Urban cluster,0.3747175553333959,Latvia
1955,LVA,Urban centre,0.5970631296343534,Latvia
1955,LVA,Rural grid cells,1.015253715905944,Latvia
1955,LVA,Urban cluster,0.4090311544597026,Latvia
1960,LVA,Urban centre,0.6712995194725799,Latvia
1960,LVA,Rural grid cells,1.0215245737746854,Latvia
1960,LVA,Urban cluster,0.44727490675273446,Latvia
1965,LVA,Urban centre,0.7566844449210519,Latvia
1965,LVA,Rural grid cells,1.0267212519375328,Latvia
1965,LVA,Urban cluster,0.49274930314141563,Latvia
1970,LVA,Urban centre,0.8310758901228269,Latvia
1970,LVA,Rural grid cells,1.0241334043968002,Latvia
1970,LVA,Urban cluster,0.5317807054803726,Latvia
1975,LVA,Urban centre,0.8988777250301935,Latvia
1975,LVA,Rural grid cells,1.0171806390056823,Latvia
1975,LVA,Urban cluster,0.568244635964124,Latvia
1980,LVA,Urban centre,0.9679544419166641,Latvia
1980,LVA,Rural grid cells,1.0035659937208259,Latvia
1980,LVA,Urban cluster,0.5924705643625102,Latvia
1985,LVA,Urban centre,1.0106598040170838,Latvia
1985,LVA,Rural grid cells,1.0235185247633423,Latvia
1985,LVA,Urban cluster,0.6146066712195739,Latvia
1990,LVA,Urban centre,1.040541948399414,Latvia
1990,LVA,Rural grid cells,1.0271736742230686,Latvia
1990,LVA,Urban cluster,0.6254803773775176,Latvia
1995,LVA,Urban centre,0.9449194835638504,Latvia
1995,LVA,Rural grid cells,1.0238032453681272,Latvia
1995,LVA,Urban cluster,0.6198342710680222,Latvia
2000,LVA,Urban centre,0.8710350835581869,Latvia
2000,LVA,Rural grid cells,0.9733684300960336,Latvia
2000,LVA,Urban cluster,0.5645504863457795,Latvia
2005,LVA,Urban centre,0.8080275534014264,Latvia
2005,LVA,Rural grid cells,0.9151773761094003,Latvia
2005,LVA,Urban cluster,0.5248910704891732,Latvia
2010,LVA,Urban centre,0.7452328553228232,Latvia
2010,LVA,Rural grid cells,0.8804797432120558,Latvia
2010,LVA,Urban cluster,0.4884894014651209,Latvia
2015,LVA,Urban centre,0.7030692306693983,Latvia
2015,LVA,Rural grid cells,0.8444347818099461,Latvia
2015,LVA,Urban cluster,0.45378398752065546,Latvia
2020,LVA,Urban centre,0.6673842398095793,Latvia
2020,LVA,Rural grid cells,0.8220728604384583,Latvia
2020,LVA,Urban cluster,0.4177868997519622,Latvia
1950,MAC,Urban centre,0.14854078999582826,Macao SAR China
1950,MAC,Rural grid cells,0.001123275911221138,Macao SAR China
1950,MAC,Urban cluster,0.04397093409295061,Macao SAR China
1955,MAC,Urban centre,0.1543984832794208,Macao SAR China
1955,MAC,Rural grid cells,0.0012632948804715614,Macao SAR China
1955,MAC,Urban cluster,0.041482221840107684,Macao SAR China
1960,MAC,Urban centre,0.1411564956493457,Macao SAR China
1960,MAC,Rural grid cells,0.001315763129346292,Macao SAR China
1960,MAC,Urban cluster,0.03651374122130799,Macao SAR China
1965,MAC,Urban centre,0.1662021476641246,Macao SAR China
1965,MAC,Rural grid cells,0.0014520067044511914,Macao SAR China
1965,MAC,Urban cluster,0.03764684563142422,Macao SAR China
1970,MAC,Urban centre,0.2021384424054649,Macao SAR China
